District,Total,Date,Population,Vac,,,,,
Karur,46230,17-04-2021,"10,76,588",4294.1218,,,,,
Krishnagiri,109934,17-04-2021,"18,83,731",5835.971272,,,,,
Madurai,182828,17-04-2021,"39,91,038",4580.963649,,,,,
Nagapattinam,47031,17-04-2021,"16,14,069",2913.815952,,,,,
Namakkal,115083,17-04-2021,"7,35,071",15656.03867,,,,,
The Nilgiris,103930,17-04-2021,"24,71,222",4205.611637,,,,,
Perambalur,28345,17-04-2021,"17,21,179",1646.836267,,,,,
Pudukkottai,64659,17-04-2021,"5,64,511",11453.98407,,,,,
Ramanathapuram,55272,17-04-2021,"19,18,725",2880.66294,,,,,
Ranipet,36144,17-04-2021,"13,37,560",2702.233918,,,,,
Salem,279480,17-04-2021,"12,10,277",23092.23426,,,,,
Sivagangai,54826,17-04-2021,"34,80,008",1575.456148,,,,,
Tenkasi,49414,17-04-2021,"13,41,250",3684.17521,,,,,
Thanjavur,116254,17-04-2021,"14,07,627",8258.864031,,,,,
Theni,48539,17-04-2021,"27,13,858",1788.560787,,,,,
Thoothukudi,61349,17-04-2021,"12,43,684",4932.844678,,,,,
Tiruchirapalli,175691,17-04-2021,"16,65,253",10550.40886,,,,,
Tirunelveli,58370,17-04-2021,"24,02,781",2429.268419,,,,,
Tirupathur,56658,17-04-2021,"17,38,376",3259.248862,,,,,
Tiruppur,107228,17-04-2021,"11,11,812",9644.43629,,,,,
Tiruvallur,143129,17-04-2021,"37,25,697",3841.670431,,,,,
Tiruvannamalai,68513,17-04-2021,"12,68,094",5402.832913,,,,,
Tiruvarur,34202,17-04-2021,"24,68,965",1385.276827,,,,,
Vellore,135770,17-04-2021,"16,14,242",8410.758734,,,,,
Villupuram,88037,17-04-2021,"20,93,003",4206.252929,,,,,
Virudhunagar,154445,17-04-2021,"19,43,309",7947.526616,,,,,
Ariyalur,53003,17-05-2021,"7,52,481",7043.765889,,,,,
Chengalpattu,297447,17-05-2021,"25,56,244",11636.09577,,,,,
Chennai,1717154,17-05-2021,"71,00,000",24185.26761,,,,,
Coimbatore,471970,17-05-2021,"34,72,578",13591.34338,,,,,
Cuddalore,168320,17-05-2021,"26,00,880",6471.655747,,,,,
Dharmapuri,103187,17-05-2021,"15,02,900",6865.859339,,,,,
Dindigul,160743,17-05-2021,"21,61,367",7437.098836,,,,,
Erode,160991,17-05-2021,"22,59,608",7124.731369,,,,,
Kallakurichi,68191,17-05-2021,"13,70,281",4976.424544,,,,,
Kancheepuram,83003,17-05-2021,"11,66,401",7116.163309,,,,,
Kanniyakumari,138225,17-05-2021,"18,63,178",7418.775876,,,,,
Karur,70649,17-05-2021,"10,76,588",6562.3061,,,,,
Krishnagiri,164639,17-05-2021,"18,83,731",8740.04834,,,,,
Madurai,266212,17-05-2021,"39,91,038",6670.244683,,,,,
Nagapattinam,70197,17-05-2021,"16,14,069",4349.070579,,,,,
Namakkal,174315,17-05-2021,"7,35,071",23714.03579,,,,,
The Nilgiris,163923,17-05-2021,"24,71,222",6633.276978,,,,,
Perambalur,39111,17-05-2021,"17,21,179",2272.337741,,,,,
Pudukkottai,98486,17-05-2021,"5,64,511",17446.24994,,,,,
Ramanathapuram,83087,17-05-2021,"19,18,725",4330.323522,,,,,
Ranipet,55163,17-05-2021,"13,37,560",4124.15144,,,,,
Salem,396538,17-05-2021,"12,10,277",32764.23496,,,,,
Sivagangai,81826,17-05-2021,"34,80,008",2351.316434,,,,,
Tenkasi,74554,17-05-2021,"13,41,250",5558.546132,,,,,
Thanjavur,164114,17-05-2021,"14,07,627",11658.91248,,,,,
Theni,68306,17-05-2021,"27,13,858",2516.933458,,,,,
Thoothukudi,95757,17-05-2021,"12,43,684",7699.463851,,,,,
Tiruchirapalli,248153,17-05-2021,"16,65,253",14901.81972,,,,,
Tirunelveli,88943,17-05-2021,"24,02,781",3701.669024,,,,,
Tirupathur,77327,17-05-2021,"17,38,376",4448.232143,,,,,
Tiruppur,159631,17-05-2021,"11,11,812",14357.73314,,,,,
Tiruvallur,213713,17-05-2021,"37,25,697",5736.188423,,,,,
Tiruvannamalai,96515,17-05-2021,"12,68,094",7611.028835,,,,,
Tiruvarur,55011,17-05-2021,"24,68,965",2228.099629,,,,,
Vellore,187851,17-05-2021,"16,14,242",11637.10274,,,,,
Villupuram,125608,17-05-2021,"20,93,003",6001.329191,,,,,
Virudhunagar,221781,17-05-2021,"19,43,309",11412.54427,,,,,
Ariyalur,34766,18-04-2021,"7,52,481",4620.183101,,,,,
Chengalpattu,195005,18-04-2021,"25,56,244",7628.575363,,,,,
Chennai,1165968,18-04-2021,"71,00,000",16422.08451,,,,,
Coimbatore,322829,18-04-2021,"34,72,578",9296.522641,,,,,
Cuddalore,113161,18-04-2021,"26,00,880",4350.87355,,,,,
Dharmapuri,71238,18-04-2021,"15,02,900",4740.035931,,,,,
Dindigul,104817,18-04-2021,"21,61,367",4849.56974,,,,,
Erode,101892,18-04-2021,"22,59,608",4509.277715,,,,,
Kallakurichi,47495,18-04-2021,"13,70,281",3466.077396,,,,,
Kancheepuram,55052,18-04-2021,"11,66,401",4719.817627,,,,,
Kanniyakumari,90504,18-04-2021,"18,63,178",4857.506905,,,,,
Karur,46240,18-04-2021,"10,76,588",4295.05066,,,,,
Krishnagiri,110031,18-04-2021,"18,83,731",5841.120627,,,,,
Madurai,183585,18-04-2021,"39,91,038",4599.931146,,,,,
Nagapattinam,47206,18-04-2021,"16,14,069",2924.658116,,,,,
Namakkal,115094,18-04-2021,"7,35,071",15657.53512,,,,,
The Nilgiris,104194,18-04-2021,"24,71,222",4216.294611,,,,,
Perambalur,28464,18-04-2021,"17,21,179",1653.750133,,,,,
Pudukkottai,65169,18-04-2021,"5,64,511",11544.32775,,,,,
Ramanathapuram,55597,18-04-2021,"19,18,725",2897.601272,,,,,
Ranipet,36211,18-04-2021,"13,37,560",2707.24304,,,,,
Salem,279933,18-04-2021,"12,10,277",23129.66371,,,,,
Sivagangai,54945,18-04-2021,"34,80,008",1578.875681,,,,,
Tenkasi,49459,18-04-2021,"13,41,250",3687.530289,,,,,
Thanjavur,116537,18-04-2021,"14,07,627",8278.968789,,,,,
Theni,48828,18-04-2021,"27,13,858",1799.209833,,,,,
Thoothukudi,61548,18-04-2021,"12,43,684",4948.845527,,,,,
Tiruchirapalli,175825,18-04-2021,"16,65,253",10558.45568,,,,,
Tirunelveli,58388,18-04-2021,"24,02,781",2430.01755,,,,,
Tirupathur,56658,18-04-2021,"17,38,376",3259.248862,,,,,
Tiruppur,107369,18-04-2021,"11,11,812",9657.11829,,,,,
Tiruvallur,143900,18-04-2021,"37,25,697",3862.364545,,,,,
Tiruvannamalai,68664,18-04-2021,"12,68,094",5414.740548,,,,,
Tiruvarur,34512,18-04-2021,"24,68,965",1397.832695,,,,,
Vellore,136163,18-04-2021,"16,14,242",8435.104526,,,,,
Villupuram,88831,18-04-2021,"20,93,003",4244.188852,,,,,
Virudhunagar,155065,18-04-2021,"19,43,309",7979.43096,,,,,
Ariyalur,53778,18-05-2021,"7,52,481",7146.758523,,,,,
Chengalpattu,298484,18-05-2021,"25,56,244",11676.6631,,,,,
Chennai,1735248,18-05-2021,"71,00,000",24440.11268,,,,,
Coimbatore,472472,18-05-2021,"34,72,578",13605.7995,,,,,
Cuddalore,169083,18-05-2021,"26,00,880",6500.991972,,,,,
Dharmapuri,104097,18-05-2021,"15,02,900",6926.408943,,,,,
Dindigul,162541,18-05-2021,"21,61,367",7520.28693,,,,,
Erode,162144,18-05-2021,"22,59,608",7175.757919,,,,,
Kallakurichi,68628,18-05-2021,"13,70,281",5008.315813,,,,,
Kancheepuram,83575,18-05-2021,"11,66,401",7165.203048,,,,,
Kanniyakumari,138629,18-05-2021,"18,63,178",7440.459258,,,,,
Karur,71247,18-05-2021,"10,76,588",6617.851955,,,,,
Krishnagiri,166064,18-05-2021,"18,83,731",8815.696084,,,,,
Madurai,267632,18-05-2021,"39,91,038",6705.8244,,,,,
Nagapattinam,71065,18-05-2021,"16,14,069",4402.84771,,,,,
Namakkal,174945,18-05-2021,"7,35,071",23799.74179,,,,,
The Nilgiris,164916,18-05-2021,"24,71,222",6673.459527,,,,,
Perambalur,39268,18-05-2021,"17,21,179",2281.459395,,,,,
Pudukkottai,99451,18-05-2021,"5,64,511",17617.19435,,,,,
Ramanathapuram,83706,18-05-2021,"19,18,725",4362.584529,,,,,
Ranipet,55690,18-05-2021,"13,37,560",4163.551542,,,,,
Salem,398750,18-05-2021,"12,10,277",32947.00304,,,,,
Sivagangai,82605,18-05-2021,"34,80,008",2373.70144,,,,,
Tenkasi,75192,18-05-2021,"13,41,250",5606.1137,,,,,
Thanjavur,164994,18-05-2021,"14,07,627",11721.42904,,,,,
Theni,68810,18-05-2021,"27,13,858",2535.504805,,,,,
Thoothukudi,96954,18-05-2021,"12,43,684",7795.710164,,,,,
Tiruchirapalli,249519,18-05-2021,"16,65,253",14983.8493,,,,,
Tirunelveli,89626,18-05-2021,"24,02,781",3730.09442,,,,,
Tirupathur,77883,18-05-2021,"17,38,376",4480.216018,,,,,
Tiruppur,160148,18-05-2021,"11,11,812",14404.23381,,,,,
Tiruvallur,215270,18-05-2021,"37,25,697",5777.979261,,,,,
Tiruvannamalai,97404,18-05-2021,"12,68,094",7681.134048,,,,,
Tiruvarur,55438,18-05-2021,"24,68,965",2245.394325,,,,,
Vellore,188819,18-05-2021,"16,14,242",11697.06896,,,,,
Villupuram,126660,18-05-2021,"20,93,003",6051.591899,,,,,
Virudhunagar,223000,18-05-2021,"19,43,309",11475.27233,,,,,
Ariyalur,35068,19-04-2021,"7,52,481",4660.317005,,,,,
Chengalpattu,197145,19-04-2021,"25,56,244",7712.291941,,,,,
Chennai,1194580,19-04-2021,"71,00,000",16825.07042,,,,,
Coimbatore,325289,19-04-2021,"34,72,578",9367.363382,,,,,
Cuddalore,114784,19-04-2021,"26,00,880",4413.275507,,,,,
Dharmapuri,72103,19-04-2021,"15,02,900",4797.591323,,,,,
Dindigul,107482,19-04-2021,"21,61,367",4972.871336,,,,,
Erode,103840,19-04-2021,"22,59,608",4595.487359,,,,,
Kallakurichi,48110,19-04-2021,"13,70,281",3510.958701,,,,,
Kancheepuram,56061,19-04-2021,"11,66,401",4806.32304,,,,,
Kanniyakumari,92023,19-04-2021,"18,63,178",4939.034274,,,,,
Karur,46499,19-04-2021,"10,76,588",4319.108145,,,,,
Krishnagiri,111746,19-04-2021,"18,83,731",5932.16335,,,,,
Madurai,184540,19-04-2021,"39,91,038",4623.859758,,,,,
Nagapattinam,48256,19-04-2021,"16,14,069",2989.711097,,,,,
Namakkal,115709,19-04-2021,"7,35,071",15741.20051,,,,,
The Nilgiris,105259,19-04-2021,"24,71,222",4259.390698,,,,,
Perambalur,29085,19-04-2021,"17,21,179",1689.830053,,,,,
Pudukkottai,66712,19-04-2021,"5,64,511",11817.66166,,,,,
Ramanathapuram,56799,19-04-2021,"19,18,725",2960.247039,,,,,
Ranipet,37188,19-04-2021,"13,37,560",2780.286492,,,,,
Salem,283583,19-04-2021,"12,10,277",23431.24756,,,,,
Sivagangai,55727,19-04-2021,"34,80,008",1601.346893,,,,,
Tenkasi,50436,19-04-2021,"13,41,250",3760.372787,,,,,
Thanjavur,117848,19-04-2021,"14,07,627",8372.104258,,,,,
Theni,49365,19-04-2021,"27,13,858",1818.997162,,,,,
Thoothukudi,62711,19-04-2021,"12,43,684",5042.358027,,,,,
Tiruchirapalli,178549,19-04-2021,"16,65,253",10722.03443,,,,,
Tirunelveli,58890,19-04-2021,"24,02,781",2450.910008,,,,,
Tirupathur,56762,19-04-2021,"17,38,376",3265.231457,,,,,
Tiruppur,108143,19-04-2021,"11,11,812",9726.734376,,,,,
Tiruvallur,146661,19-04-2021,"37,25,697",3936.471484,,,,,
Tiruvannamalai,69579,19-04-2021,"12,68,094",5486.896082,,,,,
Tiruvarur,35435,19-04-2021,"24,68,965",1435.216781,,,,,
Vellore,139689,19-04-2021,"16,14,242",8653.53522,,,,,
Villupuram,89151,19-04-2021,"20,93,003",4259.477889,,,,,
Virudhunagar,156341,19-04-2021,"19,43,309",8045.09216,,,,,
Ariyalur,54593,19-05-2021,"7,52,481",7255.066905,,,,,
Chengalpattu,299651,19-05-2021,"25,56,244",11722.31602,,,,,
Chennai,1756006,19-05-2021,"71,00,000",24732.47887,,,,,
Coimbatore,473019,19-05-2021,"34,72,578",13621.55148,,,,,
Cuddalore,169414,19-05-2021,"26,00,880",6513.718434,,,,,
Dharmapuri,104652,19-05-2021,"15,02,900",6963.337547,,,,,
Dindigul,163953,19-05-2021,"21,61,367",7585.615955,,,,,
Erode,162669,19-05-2021,"22,59,608",7198.992038,,,,,
Kallakurichi,68841,19-05-2021,"13,70,281",5023.86007,,,,,
Kancheepuram,84280,19-05-2021,"11,66,401",7225.645383,,,,,
Kanniyakumari,138917,19-05-2021,"18,63,178",7455.916719,,,,,
Karur,71647,19-05-2021,"10,76,588",6655.006372,,,,,
Krishnagiri,166807,19-05-2021,"18,83,731",8855.139083,,,,,
Madurai,268987,19-05-2021,"39,91,038",6739.775467,,,,,
Nagapattinam,71463,19-05-2021,"16,14,069",4427.505887,,,,,
Namakkal,175136,19-05-2021,"7,35,071",23825.72568,,,,,
The Nilgiris,164970,19-05-2021,"24,71,222",6675.644681,,,,,
Perambalur,39763,19-05-2021,"17,21,179",2310.218751,,,,,
Pudukkottai,100363,19-05-2021,"5,64,511",17778.7501,,,,,
Ramanathapuram,84577,19-05-2021,"19,18,725",4407.979257,,,,,
Ranipet,56145,19-05-2021,"13,37,560",4197.568707,,,,,
Salem,400684,19-05-2021,"12,10,277",33106.80117,,,,,
Sivagangai,83204,19-05-2021,"34,80,008",2390.914044,,,,,
Tenkasi,75678,19-05-2021,"13,41,250",5642.348555,,,,,
Thanjavur,165179,19-05-2021,"14,07,627",11734.57173,,,,,
Theni,69422,19-05-2021,"27,13,858",2558.055727,,,,,
Thoothukudi,98189,19-05-2021,"12,43,684",7895.011916,,,,,
Tiruchirapalli,250833,19-05-2021,"16,65,253",15062.75623,,,,,
Tirunelveli,90303,19-05-2021,"24,02,781",3758.270105,,,,,
Tirupathur,78525,19-05-2021,"17,38,376",4517.147038,,,,,
Tiruppur,160181,19-05-2021,"11,11,812",14407.20194,,,,,
Tiruvallur,216859,19-05-2021,"37,25,697",5820.628999,,,,,
Tiruvannamalai,98141,19-05-2021,"12,68,094",7739.252768,,,,,
Tiruvarur,56040,19-05-2021,"24,68,965",2269.777012,,,,,
Vellore,189349,19-05-2021,"16,14,242",11729.90171,,,,,
Villupuram,127410,19-05-2021,"20,93,003",6087.425579,,,,,
Virudhunagar,223640,19-05-2021,"19,43,309",11508.20585,,,,,
Ariyalur,35364,20-04-2021,"7,52,481",4699.653546,,,,,
Chengalpattu,198752,20-04-2021,"25,56,244",7775.157614,,,,,
Chennai,1221552,20-04-2021,"71,00,000",17204.95775,,,,,
Coimbatore,327571,20-04-2021,"34,72,578",9433.078249,,,,,
Cuddalore,115931,20-04-2021,"26,00,880",4457.375965,,,,,
Dharmapuri,72482,20-04-2021,"15,02,900",4822.809235,,,,,
Dindigul,109136,20-04-2021,"21,61,367",5049.396979,,,,,
Erode,105984,20-04-2021,"22,59,608",4690.371073,,,,,
Kallakurichi,48397,20-04-2021,"13,70,281",3531.90331,,,,,
Kancheepuram,56776,20-04-2021,"11,66,401",4867.622713,,,,,
Kanniyakumari,92435,20-04-2021,"18,63,178",4961.147029,,,,,
Karur,46805,20-04-2021,"10,76,588",4347.531275,,,,,
Krishnagiri,113067,20-04-2021,"18,83,731",6002.290136,,,,,
Madurai,185286,20-04-2021,"39,91,038",4642.551637,,,,,
Nagapattinam,48840,20-04-2021,"16,14,069",3025.892945,,,,,
Namakkal,116292,20-04-2021,"7,35,071",15820.51258,,,,,
The Nilgiris,105933,20-04-2021,"24,71,222",4286.664654,,,,,
Perambalur,29589,20-04-2021,"17,21,179",1719.112306,,,,,
Pudukkottai,67616,20-04-2021,"5,64,511",11977.80026,,,,,
Ramanathapuram,57745,20-04-2021,"19,18,725",3009.550613,,,,,
Ranipet,38247,20-04-2021,"13,37,560",2859.46051,,,,,
Salem,286215,20-04-2021,"12,10,277",23648.71843,,,,,
Sivagangai,56410,20-04-2021,"34,80,008",1620.973285,,,,,
Tenkasi,51179,20-04-2021,"13,41,250",3815.768872,,,,,
Thanjavur,118865,20-04-2021,"14,07,627",8444.353511,,,,,
Theni,49773,20-04-2021,"27,13,858",1834.03111,,,,,
Thoothukudi,63402,20-04-2021,"12,43,684",5097.918764,,,,,
Tiruchirapalli,180407,20-04-2021,"16,65,253",10833.60907,,,,,
Tirunelveli,59768,20-04-2021,"24,02,781",2487.450999,,,,,
Tirupathur,56880,20-04-2021,"17,38,376",3272.019402,,,,,
Tiruppur,108452,20-04-2021,"11,11,812",9754.526844,,,,,
Tiruvallur,148028,20-04-2021,"37,25,697",3973.162606,,,,,
Tiruvannamalai,70927,20-04-2021,"12,68,094",5593.19735,,,,,
Tiruvarur,35871,20-04-2021,"24,68,965",1452.876003,,,,,
Vellore,141665,20-04-2021,"16,14,242",8775.945614,,,,,
Villupuram,89313,20-04-2021,"20,93,003",4267.217964,,,,,
Virudhunagar,157150,20-04-2021,"19,43,309",8086.722184,,,,,
Ariyalur,55090,20-05-2021,"7,52,481",7321.115085,,,,,
Chengalpattu,300504,20-05-2021,"25,56,244",11755.68529,,,,,
Chennai,1778916,20-05-2021,"71,00,000",25055.15493,,,,,
Coimbatore,473529,20-05-2021,"34,72,578",13636.23798,,,,,
Cuddalore,169841,20-05-2021,"26,00,880",6530.135954,,,,,
Dharmapuri,105311,20-05-2021,"15,02,900",7007.186107,,,,,
Dindigul,164870,20-05-2021,"21,61,367",7628.042808,,,,,
Erode,162737,20-05-2021,"22,59,608",7202.001409,,,,,
Kallakurichi,69012,20-05-2021,"13,70,281",5036.339262,,,,,
Kancheepuram,84616,20-05-2021,"11,66,401",7254.451942,,,,,
Kanniyakumari,140431,20-05-2021,"18,63,178",7537.175729,,,,,
Karur,71974,20-05-2021,"10,76,588",6685.380108,,,,,
Krishnagiri,167688,20-05-2021,"18,83,731",8901.907969,,,,,
Madurai,270443,20-05-2021,"39,91,038",6776.257204,,,,,
Nagapattinam,71554,20-05-2021,"16,14,069",4433.143812,,,,,
Namakkal,175239,20-05-2021,"7,35,071",23839.73793,,,,,
The Nilgiris,165042,20-05-2021,"24,71,222",6678.558219,,,,,
Perambalur,40119,20-05-2021,"17,21,179",2330.902248,,,,,
Pudukkottai,101462,20-05-2021,"5,64,511",17973.43187,,,,,
Ramanathapuram,85433,20-05-2021,"19,18,725",4452.592216,,,,,
Ranipet,56630,20-05-2021,"13,37,560",4233.828763,,,,,
Salem,402567,20-05-2021,"12,10,277",33262.38539,,,,,
Sivagangai,83826,20-05-2021,"34,80,008",2408.787566,,,,,
Tenkasi,75979,20-05-2021,"13,41,250",5664.790308,,,,,
Thanjavur,165682,20-05-2021,"14,07,627",11770.30563,,,,,
Theni,69844,20-05-2021,"27,13,858",2573.605546,,,,,
Thoothukudi,99429,20-05-2021,"12,43,684",7994.715699,,,,,
Tiruchirapalli,251709,20-05-2021,"16,65,253",15115.36085,,,,,
Tirunelveli,90976,20-05-2021,"24,02,781",3786.279316,,,,,
Tirupathur,79132,20-05-2021,"17,38,376",4552.064686,,,,,
Tiruppur,160205,20-05-2021,"11,11,812",14409.36058,,,,,
Tiruvallur,218465,20-05-2021,"37,25,697",5863.735027,,,,,
Tiruvannamalai,98731,20-05-2021,"12,68,094",7785.779288,,,,,
Tiruvarur,56578,20-05-2021,"24,68,965",2291.567519,,,,,
Vellore,189741,20-05-2021,"16,14,242",11754.18556,,,,,
Villupuram,128058,20-05-2021,"20,93,003",6118.385879,,,,,
Virudhunagar,224428,20-05-2021,"19,43,309",11548.75524,,,,,
Ariyalur,35464,21-04-2021,"7,52,481",4712.942918,,,,,
Chengalpattu,200250,21-04-2021,"25,56,244",7833.759219,,,,,
Chennai,1242476,21-04-2021,"71,00,000",17499.66197,,,,,
Coimbatore,329324,21-04-2021,"34,72,578",9483.559477,,,,,
Cuddalore,117347,21-04-2021,"26,00,880",4511.819077,,,,,
Dharmapuri,74090,21-04-2021,"15,02,900",4929.802382,,,,,
Dindigul,110113,21-04-2021,"21,61,367",5094.599853,,,,,
Erode,107702,21-04-2021,"22,59,608",4766.40196,,,,,
Kallakurichi,48630,21-04-2021,"13,70,281",3548.907122,,,,,
Kancheepuram,57329,21-04-2021,"11,66,401",4915.033509,,,,,
Kanniyakumari,92810,21-04-2021,"18,63,178",4981.273931,,,,,
Karur,47234,21-04-2021,"10,76,588",4387.379387,,,,,
Krishnagiri,114201,21-04-2021,"18,83,731",6062.489814,,,,,
Madurai,185988,21-04-2021,"39,91,038",4660.141046,,,,,
Nagapattinam,49574,21-04-2021,"16,14,069",3071.368077,,,,,
Namakkal,117950,21-04-2021,"7,35,071",16046.06902,,,,,
The Nilgiris,106101,21-04-2021,"24,71,222",4293.46291,,,,,
Perambalur,29886,21-04-2021,"17,21,179",1736.36792,,,,,
Pudukkottai,68459,21-04-2021,"5,64,511",12127.13304,,,,,
Ramanathapuram,58517,21-04-2021,"19,18,725",3049.785665,,,,,
Ranipet,39341,21-04-2021,"13,37,560",2941.251234,,,,,
Salem,290821,21-04-2021,"12,10,277",24029.29247,,,,,
Sivagangai,57142,21-04-2021,"34,80,008",1642.00772,,,,,
Tenkasi,51714,21-04-2021,"13,41,250",3855.657036,,,,,
Thanjavur,119502,21-04-2021,"14,07,627",8489.606977,,,,,
Theni,50096,21-04-2021,"27,13,858",1845.932985,,,,,
Thoothukudi,63966,21-04-2021,"12,43,684",5143.267904,,,,,
Tiruchirapalli,181906,21-04-2021,"16,65,253",10923.62542,,,,,
Tirunelveli,60557,21-04-2021,"24,02,781",2520.28795,,,,,
Tirupathur,57040,21-04-2021,"17,38,376",3281.223395,,,,,
Tiruppur,108482,21-04-2021,"11,11,812",9757.225142,,,,,
Tiruvallur,149267,21-04-2021,"37,25,697",4006.418128,,,,,
Tiruvannamalai,71756,21-04-2021,"12,68,094",5658.571052,,,,,
Tiruvarur,36610,21-04-2021,"24,68,965",1482.807573,,,,,
Vellore,144979,21-04-2021,"16,14,242",8981.243209,,,,,
Villupuram,89439,21-04-2021,"20,93,003",4273.238022,,,,,
Virudhunagar,157872,21-04-2021,"19,43,309",8123.875308,,,,,
Ariyalur,55592,21-05-2021,"7,52,481",7387.827733,,,,,
Chengalpattu,301055,21-05-2021,"25,56,244",11777.24036,,,,,
Chennai,1801335,21-05-2021,"71,00,000",25370.91549,,,,,
Coimbatore,473697,21-05-2021,"34,72,578",13641.07588,,,,,
Cuddalore,170620,21-05-2021,"26,00,880",6560.087355,,,,,
Dharmapuri,105772,21-05-2021,"15,02,900",7037.860137,,,,,
Dindigul,165424,21-05-2021,"21,61,367",7653.674735,,,,,
Erode,163680,21-05-2021,"22,59,608",7243.734311,,,,,
Kallakurichi,69093,21-05-2021,"13,70,281",5042.250458,,,,,
Kancheepuram,85279,21-05-2021,"11,66,401",7311.293457,,,,,
Kanniyakumari,140510,21-05-2021,"18,63,178",7541.415796,,,,,
Karur,72884,21-05-2021,"10,76,588",6769.906408,,,,,
Krishnagiri,168352,21-05-2021,"18,83,731",8937.157163,,,,,
Madurai,271817,21-05-2021,"39,91,038",6810.684338,,,,,
Nagapattinam,71608,21-05-2021,"16,14,069",4436.489394,,,,,
Namakkal,176251,21-05-2021,"7,35,071",23977.41171,,,,,
The Nilgiris,165042,21-05-2021,"24,71,222",6678.558219,,,,,
Perambalur,40471,21-05-2021,"17,21,179",2351.353346,,,,,
Pudukkottai,102550,21-05-2021,"5,64,511",18166.16505,,,,,
Ramanathapuram,86262,21-05-2021,"19,18,725",4495.797991,,,,,
Ranipet,56989,21-05-2021,"13,37,560",4260.66868,,,,,
Salem,404940,21-05-2021,"12,10,277",33458.4562,,,,,
Sivagangai,84250,21-05-2021,"34,80,008",2420.971446,,,,,
Tenkasi,76029,21-05-2021,"13,41,250",5668.518173,,,,,
Thanjavur,166921,21-05-2021,"14,07,627",11858.3261,,,,,
Theni,70244,21-05-2021,"27,13,858",2588.344711,,,,,
Thoothukudi,100710,21-05-2021,"12,43,684",8097.71614,,,,,
Tiruchirapalli,252766,21-05-2021,"16,65,253",15178.83469,,,,,
Tirunelveli,91656,21-05-2021,"24,02,781",3814.579856,,,,,
Tirupathur,79917,21-05-2021,"17,38,376",4597.221775,,,,,
Tiruppur,160782,21-05-2021,"11,11,812",14461.25784,,,,,
Tiruvallur,219834,21-05-2021,"37,25,697",5900.47983,,,,,
Tiruvannamalai,99488,21-05-2021,"12,68,094",7845.475178,,,,,
Tiruvarur,56865,21-05-2021,"24,68,965",2303.191823,,,,,
Vellore,190211,21-05-2021,"16,14,242",11783.30139,,,,,
Villupuram,128635,21-05-2021,"20,93,003",6145.953924,,,,,
Virudhunagar,225004,21-05-2021,"19,43,309",11578.39541,,,,,
Ariyalur,35919,22-04-2021,"7,52,481",4773.409561,,,,,
Chengalpattu,203899,22-04-2021,"25,56,244",7976.50772,,,,,
Chennai,1267891,22-04-2021,"71,00,000",17857.61972,,,,,
Coimbatore,332202,22-04-2021,"34,72,578",9566.437385,,,,,
Cuddalore,119604,22-04-2021,"26,00,880",4598.597398,,,,,
Dharmapuri,75516,22-04-2021,"15,02,900",5024.685608,,,,,
Dindigul,114063,22-04-2021,"21,61,367",5277.354563,,,,,
Erode,109882,22-04-2021,"22,59,608",4862.878871,,,,,
Kallakurichi,49059,22-04-2021,"13,70,281",3580.214569,,,,,
Kancheepuram,58106,22-04-2021,"11,66,401",4981.648678,,,,,
Kanniyakumari,94743,22-04-2021,"18,63,178",5085.021399,,,,,
Karur,48146,22-04-2021,"10,76,588",4472.091459,,,,,
Krishnagiri,116488,22-04-2021,"18,83,731",6183.897807,,,,,
Madurai,189203,22-04-2021,"39,91,038",4740.696531,,,,,
Nagapattinam,50102,22-04-2021,"16,14,069",3104.080433,,,,,
Namakkal,121496,22-04-2021,"7,35,071",16528.4714,,,,,
The Nilgiris,110440,22-04-2021,"24,71,222",4469.04406,,,,,
Perambalur,30230,22-04-2021,"17,21,179",1756.35422,,,,,
Pudukkottai,70328,22-04-2021,"5,64,511",12458.21605,,,,,
Ramanathapuram,59424,22-04-2021,"19,18,725",3097.056639,,,,,
Ranipet,40183,22-04-2021,"13,37,560",3004.201681,,,,,
Salem,297254,22-04-2021,"12,10,277",24560.82368,,,,,
Sivagangai,57990,22-04-2021,"34,80,008",1666.37548,,,,,
Tenkasi,52071,22-04-2021,"13,41,250",3882.273998,,,,,
Thanjavur,121509,22-04-2021,"14,07,627",8632.187362,,,,,
Theni,50777,22-04-2021,"27,13,858",1871.026413,,,,,
Thoothukudi,64943,22-04-2021,"12,43,684",5221.824837,,,,,
Tiruchirapalli,184773,22-04-2021,"16,65,253",11095.79145,,,,,
Tirunelveli,61399,22-04-2021,"24,02,781",2555.330677,,,,,
Tirupathur,57953,22-04-2021,"17,38,376",3333.743678,,,,,
Tiruppur,111381,22-04-2021,"11,11,812",10017.97066,,,,,
Tiruvallur,153032,22-04-2021,"37,25,697",4107.473045,,,,,
Tiruvannamalai,72881,22-04-2021,"12,68,094",5747.286873,,,,,
Tiruvarur,37118,22-04-2021,"24,68,965",1503.382997,,,,,
Vellore,149983,22-04-2021,"16,14,242",9291.233904,,,,,
Villupuram,91508,22-04-2021,"20,93,003",4372.091201,,,,,
Virudhunagar,161658,22-04-2021,"19,43,309",8318.697644,,,,,
Ariyalur,56176,22-05-2021,"7,52,481",7465.437666,,,,,
Chengalpattu,302646,22-05-2021,"25,56,244",11839.48011,,,,,
Chennai,1823477,22-05-2021,"71,00,000",25682.77465,,,,,
